activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,2586451,[],CHEMBL1010075,Inhibition of Trypanosoma cruzi C-terminal truncated cruzain expressed in DH5alpha Escherichia coli by well-microplate spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1ccc(/C=N/Nc2nccc(C(F)(F)F)n2)cc1,,,CHEMBL1152197,Bioorg. Med. Chem.,2008,"{'bei': '12.85', 'le': '0.25', 'lle': '1.15', 'sei': '4.29'}",CHEMBL453633,,CHEMBL453633,4.00,0,http://www.openphacts.org/units/Nanomolar,725511,=,1,1,=,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2586452,[],CHEMBL1010075,Inhibition of Trypanosoma cruzi C-terminal truncated cruzain expressed in DH5alpha Escherichia coli by well-microplate spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C(F)(F)F)nc(N/N=C/c2ccccc2C)n1,,,CHEMBL1152197,Bioorg. Med. Chem.,2008,,CHEMBL451256,,CHEMBL451256,,0,http://www.openphacts.org/units/Nanomolar,725512,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2586453,[],CHEMBL1010075,Inhibition of Trypanosoma cruzi C-terminal truncated cruzain expressed in DH5alpha Escherichia coli by well-microplate spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccccc1/C=N/Nc1nc(C)cc(C(F)(F)F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1152197,Bioorg. Med. Chem.,2008,,CHEMBL453634,,CHEMBL453634,,0,http://www.openphacts.org/units/Nanomolar,725513,>,1,1,>,,IC50,nM,,150000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,150.0
,2586454,[],CHEMBL1010075,Inhibition of Trypanosoma cruzi C-terminal truncated cruzain expressed in DH5alpha Escherichia coli by well-microplate spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C(F)(F)F)nc(N/N=C/c2ccc(Cl)cc2)n1,,,CHEMBL1152197,Bioorg. Med. Chem.,2008,"{'bei': '12.71', 'le': '0.26', 'lle': '0.10', 'sei': '7.97'}",CHEMBL462539,,CHEMBL462539,4.00,0,http://www.openphacts.org/units/Nanomolar,724370,=,1,1,=,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661954,[],CHEMBL1062132,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% bovine serum albumin,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL541696,,CHEMBL541696,,0,http://www.openphacts.org/units/Nanomolar,818474,=,1,1,=,,IC50,nM,,116000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,116.0
,2661957,[],CHEMBL1062132,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% bovine serum albumin,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(CNC(=O)c2nnc(-c3ccccc3N)o2)c1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '12.27', 'le': '0.23', 'lle': '2.08', 'sei': '3.86'}",CHEMBL564453,,CHEMBL564453,4.35,0,http://www.openphacts.org/units/Nanomolar,817505,=,1,1,=,,IC50,nM,,45000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,45.0
,2661958,[],CHEMBL1062132,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% bovine serum albumin,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3cccs3)[nH]n2)o1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL560043,,CHEMBL560043,,0,http://www.openphacts.org/units/Nanomolar,817583,=,1,1,=,,IC50,nM,,102000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,102.0
,2661959,[],CHEMBL1062132,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% bovine serum albumin,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cccc(N3CCCC3)c2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '11.46', 'le': '0.21', 'lle': '0.83', 'sei': '4.12'}",CHEMBL559646,,CHEMBL559646,4.00,0,http://www.openphacts.org/units/Nanomolar,817444,=,1,1,=,,IC50,nM,,99000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,99.0
,2661960,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc(NC(=O)c2nnc(-c3ccccc3N)o2)n1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL549410,,CHEMBL549410,,0,http://www.openphacts.org/units/Nanomolar,817586,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661961,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(NC(=O)c2nnc(-c3ccccc3N)o2)n[nH]1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.44', 'le': '0.32', 'lle': '3.36', 'sei': '4.04'}",CHEMBL541083,,CHEMBL541083,4.96,0,http://www.openphacts.org/units/Nanomolar,817585,=,1,1,=,,IC50,nM,,11000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,11.0
,2661962,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)c2nnc(-c3ccccc3N)o2)n[nH]1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.46', 'le': '0.32', 'lle': '3.11', 'sei': '4.64'}",CHEMBL556466,,CHEMBL556466,5.70,0,http://www.openphacts.org/units/Nanomolar,817584,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,2.0
,2661963,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3cccs3)[nH]n2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.03', 'le': '0.33', 'lle': '2.98', 'sei': '4.89'}",CHEMBL560043,,CHEMBL560043,6.00,0,http://www.openphacts.org/units/Nanomolar,817583,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,1.0
,2661964,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.60', 'le': '0.32', 'lle': '3.14', 'sei': '4.97'}",CHEMBL550751,,CHEMBL550751,6.10,0,http://www.openphacts.org/units/Nanomolar,817582,=,1,1,=,,IC50,nM,,800.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,0.8
,2661965,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cc(NC(=O)c3nnc(-c4ccccc4N)o3)n[nH]2)cc1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.80', 'le': '0.33', 'lle': '3.73', 'sei': '5.08'}",CHEMBL556465,,CHEMBL556465,6.70,0,http://www.openphacts.org/units/Nanomolar,817581,=,1,1,=,,IC50,nM,,200.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,0.2
,2661966,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2cc(NC(=O)c3nnc(-c4ccccc4N)o3)n[nH]2)cc1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.48', 'le': '0.32', 'lle': '3.03', 'sei': '5.13'}",CHEMBL564546,,CHEMBL564546,6.30,0,http://www.openphacts.org/units/Nanomolar,817509,=,1,1,=,,IC50,nM,,500.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,0.5
,2661967,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NCCCN2CCCC2=O)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL552098,,CHEMBL552098,,0,http://www.openphacts.org/units/Nanomolar,817508,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661968,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCC[C@H]1CNC(=O)c1nnc(-c2ccccc2N)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL556464,,CHEMBL556464,,0,http://www.openphacts.org/units/Nanomolar,817507,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661969,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NCCN2CCOCC2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL554556,,CHEMBL554556,,0,http://www.openphacts.org/units/Nanomolar,817506,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661970,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(CNC(=O)c2nnc(-c3ccccc3N)o2)c1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '14.38', 'le': '0.27', 'lle': '2.83', 'sei': '4.53'}",CHEMBL564453,,CHEMBL564453,5.10,0,http://www.openphacts.org/units/Nanomolar,817505,=,1,1,=,,IC50,nM,,8000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,8.0
,2661971,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NCc2c(Cl)cccc2Cl)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '14.03', 'le': '0.29', 'lle': '1.54', 'sei': '5.42'}",CHEMBL555141,,CHEMBL555141,5.10,0,http://www.openphacts.org/units/Nanomolar,817445,=,1,1,=,,IC50,nM,,8000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,8.0
,2661972,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cccc(N3CCCC3)c2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '14.75', 'le': '0.27', 'lle': '1.98', 'sei': '5.30'}",CHEMBL559646,,CHEMBL559646,5.16,0,http://www.openphacts.org/units/Nanomolar,817444,=,1,1,=,,IC50,nM,,7000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,7.0
,2661973,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2cc(NC(=O)c3nnc(-c4ccccc4N)o3)ccc2[nH]1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '15.66', 'le': '0.29', 'lle': '1.86', 'sei': '4.75'}",CHEMBL555241,,CHEMBL555241,5.22,0,http://www.openphacts.org/units/Nanomolar,817443,=,1,1,=,,IC50,nM,,6000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,6.0
,2661974,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2ccc3oc4c(c3c2)CCCC4)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '15.22', 'le': '0.28', 'lle': '1.50', 'sei': '5.32'}",CHEMBL551901,,CHEMBL551901,5.70,0,http://www.openphacts.org/units/Nanomolar,817442,=,1,1,=,,IC50,nM,,2000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,2.0
,2661975,[],CHEMBL1062131,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '13.43', 'le': '0.28', 'lle': '1.80', 'sei': '4.84'}",CHEMBL541696,,CHEMBL541696,4.57,0,http://www.openphacts.org/units/Nanomolar,818474,=,1,1,=,,IC50,nM,,27000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,27.0
,2661978,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1ccc(NC(=O)c2nnc(-c3ccccc3N)o2)n1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL549410,,CHEMBL549410,,0,http://www.openphacts.org/units/Nanomolar,817586,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661979,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(NC(=O)c2nnc(-c3ccccc3N)o2)n[nH]1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL541083,,CHEMBL541083,,0,http://www.openphacts.org/units/Nanomolar,817585,>,1,1,>,,IC50,nM,,11000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,11.0
,2661980,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(NC(=O)c2nnc(-c3ccccc3N)o2)n[nH]1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL556466,,CHEMBL556466,,0,http://www.openphacts.org/units/Nanomolar,817584,>,1,1,>,,IC50,nM,,2000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,2.0
,2661981,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3cccs3)[nH]n2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '17.03', 'le': '0.33', 'lle': '2.98', 'sei': '4.89'}",CHEMBL560043,,CHEMBL560043,6.00,0,http://www.openphacts.org/units/Nanomolar,817583,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,1.0
,2661982,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL550751,,CHEMBL550751,,0,http://www.openphacts.org/units/Nanomolar,817582,>,1,1,>,,IC50,nM,,800.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,0.8
,2661983,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2cc(NC(=O)c3nnc(-c4ccccc4N)o3)n[nH]2)cc1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL556465,,CHEMBL556465,,0,http://www.openphacts.org/units/Nanomolar,817581,>,1,1,>,,IC50,nM,,200.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,0.2
,2661984,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2cc(NC(=O)c3nnc(-c4ccccc4N)o3)n[nH]2)cc1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL564546,,CHEMBL564546,,0,http://www.openphacts.org/units/Nanomolar,817509,>,1,1,>,,IC50,nM,,500.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,0.5
,2661985,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NCCCN2CCCC2=O)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL552098,,CHEMBL552098,,0,http://www.openphacts.org/units/Nanomolar,817508,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661986,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCC[C@H]1CNC(=O)c1nnc(-c2ccccc2N)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL556464,,CHEMBL556464,,0,http://www.openphacts.org/units/Nanomolar,817507,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661987,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NCCN2CCOCC2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL554556,,CHEMBL554556,,0,http://www.openphacts.org/units/Nanomolar,817506,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661988,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(CNC(=O)c2nnc(-c3ccccc3N)o2)c1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '14.38', 'le': '0.27', 'lle': '2.83', 'sei': '4.53'}",CHEMBL564453,,CHEMBL564453,5.10,0,http://www.openphacts.org/units/Nanomolar,817505,=,1,1,=,,IC50,nM,,8000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,8.0
,2661989,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2ccc3oc4c(c3c2)CCCC4)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL551901,,CHEMBL551901,,0,http://www.openphacts.org/units/Nanomolar,817442,>,1,1,>,,IC50,nM,,2000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,2.0
,2661990,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)Nc2cccc(N3CCCC3)c2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL559646,,CHEMBL559646,,0,http://www.openphacts.org/units/Nanomolar,817444,>,1,1,>,,IC50,nM,,7000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,7.0
,2661991,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc2cc(NC(=O)c3nnc(-c4ccccc4N)o3)ccc2[nH]1,,,CHEMBL1151964,J. Med. Chem.,2009,,CHEMBL555241,,CHEMBL555241,,0,http://www.openphacts.org/units/Nanomolar,817443,>,1,1,>,,IC50,nM,,100000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,100.0
,2661992,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NC2Cc3ccccc3C2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '15.48', 'le': '0.28', 'lle': '2.74', 'sei': '5.27'}",CHEMBL572120,,CHEMBL572120,4.96,0,http://www.openphacts.org/units/Nanomolar,817769,=,1,1,=,,IC50,nM,,11000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,11.0
,2661993,[],CHEMBL1062128,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '13.43', 'le': '0.28', 'lle': '1.80', 'sei': '4.84'}",CHEMBL541696,,CHEMBL541696,4.57,0,http://www.openphacts.org/units/Nanomolar,818474,=,1,1,=,,IC50,nM,,27000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,27.0
,2661999,[],CHEMBL1061354,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2nnc(-c3ccccc3N)o2)c(OC)c1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '16.23', 'le': '0.30', 'lle': '2.93', 'sei': '4.91'}",CHEMBL561904,,CHEMBL561904,5.52,0,http://www.openphacts.org/units/Nanomolar,817441,=,1,1,=,,IC50,nM,,3000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,3.0
,2662000,[],CHEMBL1061354,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NC2CCCCCC2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '16.16', 'le': '0.30', 'lle': '2.08', 'sei': '5.16'}",CHEMBL552725,,CHEMBL552725,4.85,0,http://www.openphacts.org/units/Nanomolar,818545,=,1,1,=,,IC50,nM,,14000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,14.0
,2662001,[],CHEMBL1061354,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1-c1nnc(C(=O)NC2CCCCC2)o1,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '16.07', 'le': '0.30', 'lle': '2.22', 'sei': '4.89'}",CHEMBL564809,,CHEMBL564809,4.60,0,http://www.openphacts.org/units/Nanomolar,818544,=,1,1,=,,IC50,nM,,25000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,25.0
,2662002,[],CHEMBL1061354,Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl,,,CHEMBL1151964,J. Med. Chem.,2009,"{'bei': '12.49', 'le': '0.26', 'lle': '0.87', 'sei': '5.20'}",CHEMBL559770,,CHEMBL559770,4.24,0,http://www.openphacts.org/units/Nanomolar,818541,=,1,1,=,,IC50,nM,,58000.0,CHEMBL3563,Trypanosoma cruzi,Cruzipain,5693,,,IC50,uM,UO_0000065,,58.0
